"label","text"
"spam","Notification: Facebook verification available today. Share login code to continue. Reply START for details."
"ham","Telegram: Cab is waiting near gate 5. Call me if you cannot find it. We can discuss this later."
"spam","DM: Congratulations Alex, you won gift card. confirm identity before in 10 minutes. This link expires before midnight."
"ham","Notification: The release update is ready. Feedback welcome when you get time. Shared in the official group."
"ham","Telegram: No rush. Reminder: service appointment is scheduled for 10:30 AM."
"ham","Notification: I transferred $700 for fees. Please check and confirm. No rush."
"spam","Support ticket #6530 is open. Remote task: earn $100 per day from home. Message START to start."
"spam","Notification: Your email account KYC is incomplete. Send OTP to avoid suspended. Reply JOIN for details."
"ham","Notification: Bring your ID if needed. Reminder: interview appointment is scheduled for 3 PM."
"spam","Telegram: MailBox reward unlocked. Claim bonus using code FREE100. This link expires now."
"ham","Notification: The assignment update is ready. Feedback welcome when you get time. I added it to the calendar."
"ham","Reference #3888. Your UPI account statement is available in the official app."
"spam","Notification: Only selected users can access this. You are selected for Rs 1 lakh instant loan. Reply OK now."
"spam","DM: Offer id SAVE50. Congratulations Priya, you won cash prize. claim now before in 10 minutes."
"spam","Telegram: Congratulations Friend, you won cash prize. confirm identity before now. Offer id SAVE50."
"spam","WhatsApp: Processing takes only 2 minutes. Congratulations Friend, you won free recharge. update details before in 10 minutes."
"ham","Notification: Cab is waiting near gate 2. Call me if you cannot find it. Thanks again."
"ham","Subject: Your profile statement is available in the official app. No rush."
"ham","DM: Please bring rice on the way back. No rush."
"ham","I will be near room 101. Raj, meeting moved to 3 PM. Please confirm when free."
"ham","I transferred $700 for fees. Please check and confirm. Shared in the official group."
"ham","Can you review the proposal before tomorrow's call? Shared in the official group."
"ham","Notification: Reference #5417. Reminder: college appointment is scheduled for 1 PM."
"ham","WhatsApp: Your shipment order is out for delivery. Track it in the official app. I will be near lab 2."
"spam","DM: trading bonus active for within 24 hours. Deposit Rs 2000 and double returns. This link expires in 10 minutes."
"spam","WhatsApp: Private post found with your name. Open http://tiny.example/pay to remove it. Processing takes only 2 minutes."
"ham","Notification: Cab is waiting near gate 1. Call me if you cannot find it. No rush."
"ham","DM: Thanks again. Please bring tea on the way back."
"ham","Notification: Lunch at 9 AM? I can book the table if that works. Call me after tomorrow."
"spam","bitcoin bonus active for today. Deposit Rs 5000 and double returns. Reply WIN for details."
"spam","DM: Support ticket #6272 is open. You are selected for Rs 1 lakh instant loan. Reply START now."
"spam","DM: Online work: earn $700 per day from home. Message WIN to start. This link expires today."
"ham","Telegram: The dashboard update is ready. Feedback welcome when you get time. I will be near room 101."
"spam","WhatsApp: forex bonus active for within 24 hours. Deposit $100 and double returns. Reply JOIN for details."
"spam","DM: Video liking job: earn Rs 5000 per day from home. Message WIN to start. Your reward is already reserved."
"spam","WhatsApp: Offer id LUCKY7. Final notice: trading account access expires today. Verify now at www.account-check.example"
"spam","Telegram: Do not ignore this message. Final notice: profile access expires within 24 hours. Verify now at http://bonus.example/start"
"ham","DM: Thanks for sharing the presentation. I will read it tonight. Please confirm once done."
"ham","Notification: Cab is waiting near gate 5. Call me if you cannot find it. Thanks again."
"spam","Alert: Data entry work: earn Rs 5000 per day from home. Message START to start. Limited seats available."
"ham","Subject: Shared in the official group. Reminder: doctor appointment is scheduled for 1 PM."
"ham","Telegram: Your package order is out for delivery. Track it in the official app. I added it to the calendar."
"ham","WhatsApp: Bring your ID if needed. The model update is ready. Feedback welcome when you get time."
"ham","Neha, meeting moved to 10:30 AM. Please confirm when free. Shared in the official group."
"ham","Thanks again. Lunch at 3 PM? I can book the table if that works."
"spam","Notification: You are selected for Rs 50,000 instant loan. Reply START now. Limited seats available."
"spam","DM: MailBox reward unlocked. Claim gift card using code WIN24. Your reward is already reserved."
"ham","Update: Priya, meeting moved to 1 PM. Please confirm when free. Thanks again."
"spam","DM: grocery is pending. Pay Rs 19 redelivery fee at www.claim-reward.example Do not ignore this message."
"spam","Your reward is already reserved. Final notice: bank account access expires before midnight. Verify now at www.account-check.example"
"ham","Telegram: I will be near reception. Lunch at 10:30 AM? I can book the table if that works."
"ham","Subject: The release update is ready. Feedback welcome when you get time. Shared in the official group."
"spam","WhatsApp: MailBox alert: unusual activity detected. verify immediately to secure your profile. No documents required."
"ham","WhatsApp: Cab is waiting near gate 4. Call me if you cannot find it. I will be near reception."
"ham","Update: Your courier order is out for delivery. Track it in the official app. Reference #2350."
"ham","DM: Thanks for sharing the resume. I will read it tonight. Bring your ID if needed."
"spam","Telegram: Your reward is already reserved. Your card KYC is incomplete. Send OTP to avoid restricted."
"ham","DM: The dashboard update is ready. Feedback welcome when you get time. No rush."
"ham","WhatsApp: Lunch at 9 AM? I can book the table if that works. No rush."
"spam","Subject: Processing takes only 2 minutes. QuickPay reward unlocked. Claim iPhone using code WIN24."
"ham","Notification: Lunch at 3 PM? I can book the table if that works. I added it to the calendar."
"spam","Notification: URGENT: cloud storage will be disabled. click now at www.claim-reward.example Support ticket #7418 is open."
"ham","Subject: I will be near room 101. The dashboard update is ready. Feedback welcome when you get time."
"spam","Notification: Final notice: email account access expires in 10 minutes. Verify now at http://secure-login.example/verify Your reward is already reserved."
"ham","DM: Shared in the official group. I transferred Rs 2000 for tickets. Please check and confirm."
"spam","DM: Private document found with your name. Open www.claim-reward.example to remove it. Reply WIN for details."
"spam","Action required: profile will be locked. verify immediately at www.account-check.example No documents required."
"ham","Bring your ID if needed. Thanks for sharing the proposal. I will read it tonight."
"spam","DM: URGENT: trading account will be suspended. update details at http://secure-login.example/verify No documents required."
"ham","Cab is waiting near gate 5. Call me if you cannot find it. No rush."
"ham","Telegram: I added it to the calendar. Thanks for sharing the invoice. I will read it tonight."
"ham","Notification: Lunch at 6:30 PM? I can book the table if that works. I added it to the calendar."
"spam","Private message found with your name. Open http://secure-login.example/verify to remove it. Your reward is already reserved."
"spam","WhatsApp: Private document found with your name. Open http://tiny.example/pay to remove it. Your reward is already reserved."
"ham","WhatsApp: I will be near room 101. Reminder: service appointment is scheduled for 3 PM."
"spam","DM: Warning: email account will be suspended. confirm identity at http://bonus.example/start Only selected users can access this."
"spam","DM: Private document found with your name. Open http://secure-login.example/verify to remove it. Only selected users can access this."
"spam","Limited seats available. InstaHelp alert: unusual activity detected. update details to secure your card."
"ham","Telegram: I will be near main office. Can you review the presentation before tomorrow's call?"
"ham","I transferred $700 for tickets. Please check and confirm. Call me after 9 AM."
"ham","Notification: We can discuss this later. Lunch at 6:30 PM? I can book the table if that works."
"spam","DM: InstaHelp alert: unusual activity detected. verify immediately to secure your email account. Support ticket #3545 is open."
"ham","Update: Bring your ID if needed. Reminder: dentist appointment is scheduled for tomorrow."
"ham","Please bring vegetables on the way back. Bring your ID if needed."
"spam","Notification: Your email account KYC is incomplete. Send OTP to avoid restricted. Do not ignore this message."
"ham","Subject: Can you review the invoice before tomorrow's call? Bring your ID if needed."
"ham","DM: The dataset update is ready. Feedback welcome when you get time. Shared in the official group."
"spam","Alert: Data entry work: earn $100 per day from home. Message YES to start. Offer id VIP999."
"ham","We can discuss this later. Your email account statement is available in the official app."
"ham","WhatsApp: Reference #7818. Thanks for sharing the resume. I will read it tonight."
"spam","Facebook verification available today. Share login code to continue. Support ticket #9520 is open."
"spam","Telegram: Only selected users can access this. forex bonus active for in 10 minutes. Deposit Rs 500 and double returns."
"ham","Update: Your profile statement is available in the official app. Bring your ID if needed."
"ham","WhatsApp: Please confirm once done. Your package order is out for delivery. Track it in the official app."
"spam","You are selected for $5000 instant loan. Reply START now. Do not ignore this message."
"spam","Re: Congratulations Amit, you won shopping voucher. confirm identity before now. Only selected users can access this."
"ham","Can you review the proposal before tomorrow's call? Call me after 1 PM."
"spam","WhatsApp: grocery is pending. Pay $1 redelivery fee at http://bonus.example/start This link expires today."
"ham","Notification: Thanks again. Reminder: support appointment is scheduled for 9 AM."
"spam","Telegram: Offer id CLAIM88. Your cloud storage KYC is incomplete. Send OTP to avoid disabled."
"ham","Update: I will be near main office. Can you review the report before tomorrow's call?"
"spam","DM: BankSecure reward unlocked. Claim gift card using code SAVE50. Do not ignore this message."
"ham","Shared in the official group. Your courier order is out for delivery. Track it in the official app."
"ham","DM: Class notes for English are uploaded in the group folder. I will be near main office."
"spam","Telegram: investment bonus active for today. Deposit Rs 2000 and double returns. Processing takes only 2 minutes."
"ham","WhatsApp: I will be near conference room. The dashboard update is ready. Feedback welcome when you get time."
"ham","DM: Your email account statement is available in the official app. I will be near lab 2."
"ham","Subject: Please confirm once done. Please bring vegetables on the way back."
"ham","Telegram: Can you review the resume before tomorrow's call? Thanks again."
"spam","WhatsApp: Private message found with your name. Open http://secure-login.example/verify to remove it. Do not ignore this message."
"spam","Notification: Reply JOIN for details. You are selected for $1000 instant loan. Reply START now."
"spam","trading bonus active for today. Deposit $100 and double returns. Only selected users can access this."
"ham","Update: Reminder: doctor appointment is scheduled for 9 AM. No rush."
"spam","Subject: Congratulations Neha, you won iPhone. verify immediately before before midnight. Do not ignore this message."
"spam","Notification: No documents required. QuickPay reward unlocked. Claim cash prize using code VIP999."
"ham","Raj, meeting moved to 1 PM. Please confirm when free. We can discuss this later."
"ham","WhatsApp: I added it to the calendar. The website update is ready. Feedback welcome when you get time."
"spam","QuickPay alert: unusual activity detected. update details to secure your profile. Limited seats available."
"spam","WhatsApp: Part-time job: earn Rs 2000 per day from home. Message JOIN to start. Processing takes only 2 minutes."
"ham","Update: No rush. Your grocery order is out for delivery. Track it in the official app."
"spam","DM: Do not ignore this message. BankSecure reward unlocked. Claim shopping voucher using code CLAIM88."
"spam","WhatsApp: Important: trading account will be disabled. verify immediately at http://secure-login.example/verify Only selected users can access this."
"ham","Please confirm once done. Class notes for ML are uploaded in the group folder."
"ham","WhatsApp: I added it to the calendar. Reminder: college appointment is scheduled for 3 PM."
"ham","Telegram: Reminder: service appointment is scheduled for 6:30 PM. Please confirm once done."
"ham","Telegram: Please confirm once done. Reminder: interview appointment is scheduled for 9 AM."
"ham","Subject: Your card statement is available in the official app. Please confirm once done."
"spam","DM: bitcoin bonus active for now. Deposit Rs 2000 and double returns. Offer id LUCKY7."
"ham","Please confirm once done. I transferred Rs 5000 for booking. Please check and confirm."
"spam","Online work: earn $700 per day from home. Message YES to start. This link expires within 24 hours."
"spam","Telegram: Do not ignore this message. Final notice: cloud storage access expires in 10 minutes. Verify now at www.account-check.example"
"spam","Notification: Twitter verification available today. Share login code to continue. No documents required."
"ham","Telegram: Reference #5029. The dashboard update is ready. Feedback welcome when you get time."
"spam","Alert: Only selected users can access this. Congratulations Customer, you won cash prize. confirm identity before in 10 minutes."
"ham","Reference #4283. I transferred $700 for repair. Please check and confirm."
"spam","Offer id CLAIM88. crypto bonus active for now. Deposit Rs 2000 and double returns."
"ham","WhatsApp: Reminder: interview appointment is scheduled for 10:30 AM. Reference #3713."
"ham","Update: Thanks for sharing the report. I will read it tonight. Call me after tomorrow."
"spam","Notification: Final notice: email account access expires before midnight. Verify now at www.account-check.example Support ticket #6289 is open."
"ham","Telegram: We can discuss this later. Your shipment order is out for delivery. Track it in the official app."
"spam","Notification: Processing takes only 2 minutes. Part-time job: earn $700 per day from home. Message START to start."
"ham","Notification: Friend, meeting moved to tomorrow. Please confirm when free. Call me after 1 PM."
"spam","WhatsApp: Facebook verification available today. Share login code to continue. Limited seats available."
"ham","Telegram: Lunch at 1 PM? I can book the table if that works. I will be near front desk."
"ham","Telegram: I added it to the calendar. Cab is waiting near gate 2. Call me if you cannot find it."
"ham","DM: Your bank account statement is available in the official app. No rush."
"ham","Cab is waiting near gate 5. Call me if you cannot find it. I will be near main office."
"spam","Telegram: forex bonus active for today. Deposit $700 and double returns. Support ticket #9334 is open."
"ham","DM: Thanks for sharing the report. I will read it tonight. I added it to the calendar."
"ham","Notification: Call me after 9 AM. Reminder: college appointment is scheduled for 1 PM."
"spam","Alert: Congratulations Sam, you won cash prize. confirm identity before within 24 hours. Limited seats available."
"spam","WhatsApp: Remote task: earn Rs 2000 per day from home. Message START to start. No documents required."
"spam","Subject: URGENT: cloud storage will be closed. verify immediately at http://bonus.example/start Support ticket #6385 is open."
"spam","Telegram: Private video found with your name. Open http://tiny.example/pay to remove it. Reply YES for details."
"ham","Telegram: Call me after 6:30 PM. Reminder: college appointment is scheduled for 6:30 PM."
"spam","DM: shipment is pending. Pay $1 redelivery fee at http://secure-login.example/verify Only selected users can access this."
"ham","Notification: Please bring bread on the way back. I will be near room 101."
"ham","WhatsApp: I will be near room 101. Lunch at 3 PM? I can book the table if that works."
"ham","Update: Please bring vegetables on the way back. I added it to the calendar."
"spam","Telegram: Offer id LUCKY7. Action required: email account will be restricted. verify immediately at http://tiny.example/pay"
"spam","Re: Your email account KYC is incomplete. Send OTP to avoid restricted. Support ticket #6154 is open."
"ham","Please bring rice on the way back. Call me after 6:30 PM."
"spam","Telegram: InstaHelp alert: unusual activity detected. update details to secure your wallet. Only selected users can access this."
"ham","WhatsApp: I transferred $700 for booking. Please check and confirm. I added it to the calendar."
"ham","Subject: The dataset update is ready. Feedback welcome when you get time. Reference #9300."
"ham","Subject: Can you review the presentation before tomorrow's call? Please confirm once done."
"ham","I added it to the calendar. The model update is ready. Feedback welcome when you get time."
"ham","Telegram: Your cloud storage statement is available in the official app. No rush."
"ham","Telegram: We can discuss this later. Thanks for sharing the report. I will read it tonight."
"spam","DM: Your reward is already reserved. InstaHelp reward unlocked. Claim free recharge using code SAVE50."
"spam","DM: ShopKart reward unlocked. Claim free recharge using code FREE100. Support ticket #9870 is open."
"ham","WhatsApp: Reference #8460. Please bring tea on the way back."
"spam","Telegram: QuickPay reward unlocked. Claim shopping voucher using code SAVE50. Support ticket #5152 is open."
"ham","WhatsApp: Your profile statement is available in the official app. We can discuss this later."
"ham","Notification: Can you review the report before tomorrow's call? I added it to the calendar."
"ham","WhatsApp: We can discuss this later. Can you review the notes before tomorrow's call?"
"spam","Alert: Final notice: profile access expires before midnight. Verify now at www.claim-reward.example Processing takes only 2 minutes."
"spam","Alert: trading bonus active for before midnight. Deposit Rs 5000 and double returns. Only selected users can access this."
"ham","Thanks again. Your email account statement is available in the official app."
"spam","Notification: Final alert: card will be disabled. verify immediately at www.claim-reward.example Your reward is already reserved."
"ham","Telegram: I added it to the calendar. Priya, meeting moved to 10:30 AM. Please confirm when free."
"spam","Congratulations Raj, you won gift card. claim now before before midnight. Your reward is already reserved."
"ham","WhatsApp: No rush. Lunch at 9 AM? I can book the table if that works."
"spam","DM: Only selected users can access this. ShopKart reward unlocked. Claim gift card using code CLAIM88."
"spam","Subject: Do not ignore this message. Final notice: cloud storage access expires today. Verify now at http://bonus.example/start"
"ham","Call me after 3 PM. Reminder: service appointment is scheduled for 9 AM."
"ham","Telegram: Your email account statement is available in the official app. Thanks again."
"spam","DM: This link expires now. Final notice: UPI account access expires today. Verify now at www.claim-reward.example"
"spam","WhatsApp: Limited seats available. forex bonus active for today. Deposit Rs 2000 and double returns."
"ham","Telegram: Can you review the proposal before tomorrow's call? I will be near room 101."
"spam","Limited seats available. You are selected for $5000 instant loan. Reply START now."
"spam","WhatsApp: Remote task: earn Rs 5000 per day from home. Message WIN to start. Your reward is already reserved."
"spam","Subject: Processing takes only 2 minutes. Private post found with your name. Open http://bonus.example/start to remove it."
"spam","DM: Your card KYC is incomplete. Send OTP to avoid suspended. Your reward is already reserved."
"ham","Telegram: Cab is waiting near gate 2. Call me if you cannot find it. Thanks again."
"ham","Update: Reminder: college appointment is scheduled for 3 PM. Reference #2583."
"spam","Alert: Congratulations Priya, you won free recharge. confirm identity before in 10 minutes. Your reward is already reserved."
"spam","Notification: Congratulations Customer, you won shopping voucher. verify immediately before in 10 minutes. No documents required."
"spam","This link expires today. BankSecure reward unlocked. Claim shopping voucher using code FREE100."
"ham","DM: Friend, meeting moved to 9 AM. Please confirm when free. Please confirm once done."
"ham","Subject: Reminder: college appointment is scheduled for tomorrow. Bring your ID if needed."
"spam","You are selected for Rs 50,000 instant loan. Reply YES now. Processing takes only 2 minutes."
"ham","WhatsApp: We can discuss this later. Sam, meeting moved to 9 AM. Please confirm when free."
"ham","Please confirm once done. Alex, meeting moved to tomorrow. Please confirm when free."
"ham","Telegram: Class notes for history are uploaded in the group folder. Bring your ID if needed."
"spam","Telegram: Your bank account KYC is incomplete. Send OTP to avoid blocked. This link expires today."
"spam","Re: parcel is pending. Pay Rs 19 redelivery fee at http://tiny.example/pay Offer id LUCKY7."
"spam","Final notice: card access expires within 24 hours. Verify now at www.claim-reward.example Your reward is already reserved."
"ham","Lunch at 9 AM? I can book the table if that works. Reference #4422."
"ham","Class notes for science are uploaded in the group folder. I will be near reception."
"ham","Notification: Lunch at 3 PM? I can book the table if that works. No rush."
"ham","Amit, meeting moved to 6:30 PM. Please confirm when free. I added it to the calendar."
"ham","WhatsApp: Reference #7042. Class notes for ML are uploaded in the group folder."
"spam","Notification: Processing takes only 2 minutes. Your cloud storage KYC is incomplete. Send OTP to avoid restricted."
"spam","Notification: Congratulations Neha, you won cash prize. verify immediately before in 10 minutes. Limited seats available."
"spam","Subject: MailBox reward unlocked. Claim bonus using code CLAIM88. Processing takes only 2 minutes."
"spam","Reply JOIN for details. LinkedIn verification available today. Share login code to continue."
"spam","Re: Final notice: UPI account access expires within 24 hours. Verify now at www.claim-reward.example Offer id LUCKY7."
"ham","WhatsApp: Can you review the report before tomorrow's call? Thanks again."
"ham","DM: Please confirm once done. Reminder: dentist appointment is scheduled for 10:30 AM."
"ham","Telegram: Neha, meeting moved to 1 PM. Please confirm when free. I added it to the calendar."
"ham","WhatsApp: Class notes for Python are uploaded in the group folder. Call me after 9 AM."
"ham","Priya, meeting moved to 10:30 AM. Please confirm when free. Call me after 10:30 AM."
"spam","DM: grocery is pending. Pay Rs 19 redelivery fee at http://bonus.example/start Support ticket #8843 is open."
"spam","DM: PayFast reward unlocked. Claim cash prize using code CLAIM88. Limited seats available."
"ham","Please bring tea on the way back. Reference #9681."
"spam","Re: Video liking job: earn $700 per day from home. Message OK to start. Limited seats available."
"ham","Notification: Shared in the official group. Can you review the notes before tomorrow's call?"
"ham","WhatsApp: Reminder: doctor appointment is scheduled for 10:30 AM. We can discuss this later."
"ham","Telegram: Your email account statement is available in the official app. Call me after 6:30 PM."
"spam","Subject: This link expires today. crypto bonus active for now. Deposit $700 and double returns."
"ham","Telegram: Priya, meeting moved to 6:30 PM. Please confirm when free. We can discuss this later."
"spam","Notification: courier is pending. Pay Rs 19 redelivery fee at http://bonus.example/start Limited seats available."
"spam","Telegram: PayFast reward unlocked. Claim shopping voucher using code VIP999. No documents required."
"spam","Alert: QuickPay alert: unusual activity detected. verify immediately to secure your wallet. This link expires before midnight."
"spam","DM: Your bank account KYC is incomplete. Send OTP to avoid disabled. No documents required."
"ham","Notification: Raj, meeting moved to 3 PM. Please confirm when free. Bring your ID if needed."
"ham","Subject: Bring your ID if needed. Please bring bread on the way back."
"spam","WhatsApp: Support ticket #5845 is open. Your cloud storage KYC is incomplete. Send OTP to avoid restricted."
"ham","Class notes for history are uploaded in the group folder. I will be near conference room."
"ham","Subject: Lunch at tomorrow? I can book the table if that works. I added it to the calendar."
"spam","Part-time job: earn $700 per day from home. Message OK to start. Your reward is already reserved."
"spam","Notification: Private photo found with your name. Open http://bonus.example/start to remove it. Limited seats available."
"spam","Telegram: You are selected for Rs 50,000 instant loan. Reply OK now. Do not ignore this message."
"spam","Telegram: Reply YES for details. Private message found with your name. Open www.account-check.example to remove it."
"spam","Limited seats available. PayFast alert: unusual activity detected. claim now to secure your trading account."
"spam","Telegram: Final notice: email account access expires now. Verify now at http://secure-login.example/verify Offer id SAVE50."
"ham","Notification: Shared in the official group. Lunch at 9 AM? I can book the table if that works."
"ham","Notification: We can discuss this later. The website update is ready. Feedback welcome when you get time."
"spam","Telegram: Support ticket #8349 is open. Your email account KYC is incomplete. Send OTP to avoid blocked."
"ham","Update: I will be near room 101. Your cloud storage statement is available in the official app."
"spam","This link expires within 24 hours. BankSecure alert: unusual activity detected. verify immediately to secure your profile."
"ham","Telegram: Can you review the report before tomorrow's call? Bring your ID if needed."
"spam","WhatsApp: You are selected for instant cash instant loan. Reply JOIN now. Do not ignore this message."
"ham","Telegram: Reference #6983. Cab is waiting near gate 1. Call me if you cannot find it."
"ham","Notification: Shared in the official group. Thanks for sharing the resume. I will read it tonight."
"spam","DM: Congratulations Customer, you won cash prize. claim now before today. No documents required."
"ham","Notification: Shared in the official group. Class notes for math are uploaded in the group folder."
"ham","Please bring bread on the way back. I will be near reception."
"spam","Subject: Reply YES for details. courier is pending. Pay $2 redelivery fee at http://tiny.example/pay"
"spam","Telegram: Limited seats available. Your UPI account KYC is incomplete. Send OTP to avoid locked."
"spam","Telegram: shipment is pending. Pay Rs 19 redelivery fee at http://tiny.example/pay Only selected users can access this."
"spam","Support ticket #4010 is open. PayFast alert: unusual activity detected. click now to secure your trading account."
"spam","WhatsApp: ShopKart alert: unusual activity detected. claim now to secure your UPI account. No documents required."
"ham","Update: Please bring bread on the way back. Reference #8877."
"spam","WhatsApp: Telegram verification available today. Share login code to continue. This link expires in 10 minutes."
"ham","Reference #2731. Your profile statement is available in the official app."
"ham","I will be near main office. Please bring tea on the way back."
"ham","Notification: Your email account statement is available in the official app. No rush."
"ham","Telegram: Thanks for sharing the proposal. I will read it tonight. Thanks again."
"spam","Re: Instagram verification available today. Share login code to continue. Your reward is already reserved."
"spam","Alert: Data entry work: earn Rs 2000 per day from home. Message JOIN to start. Limited seats available."
"spam","Telegram: ShopKart alert: unusual activity detected. click now to secure your cloud storage. Support ticket #9357 is open."
"spam","Telegram: Do not ignore this message. Private document found with your name. Open http://secure-login.example/verify to remove it."
"ham","DM: Cab is waiting near gate 2. Call me if you cannot find it. Please confirm once done."
"spam","Telegram: Remote task: earn Rs 2000 per day from home. Message YES to start. Do not ignore this message."
"spam","Subject: Only selected users can access this. trading bonus active for today. Deposit $700 and double returns."
"spam","Notification: bitcoin bonus active for before midnight. Deposit Rs 5000 and double returns. Limited seats available."
"spam","WhatsApp: Only selected users can access this. Final notice: trading account access expires before midnight. Verify now at www.claim-reward.example"
"spam","Your wallet KYC is incomplete. Send OTP to avoid suspended. Processing takes only 2 minutes."
"ham","DM: No rush. Reminder: service appointment is scheduled for 10:30 AM."
"ham","Notification: Shared in the official group. Your grocery order is out for delivery. Track it in the official app."
"ham","Notification: The assignment update is ready. Feedback welcome when you get time. Bring your ID if needed."
"spam","Notification: Limited seats available. Final notice: wallet access expires in 10 minutes. Verify now at www.claim-reward.example"
"ham","Telegram: I added it to the calendar. Can you review the proposal before tomorrow's call?"
"ham","DM: I transferred Rs 2000 for fees. Please check and confirm. Reference #3634."
"spam","Telegram: Processing takes only 2 minutes. ShopKart alert: unusual activity detected. verify immediately to secure your card."
"ham","Notification: Your cloud storage statement is available in the official app. I added it to the calendar."
"ham","Update: Priya, meeting moved to 9 AM. Please confirm when free. Please confirm once done."
"ham","WhatsApp: The model update is ready. Feedback welcome when you get time. We can discuss this later."
"spam","DM: Final notice: cloud storage access expires in 10 minutes. Verify now at http://bonus.example/start Reply WIN for details."
"spam","Notification: You are selected for $1000 instant loan. Reply JOIN now. Your reward is already reserved."
"spam","DM: No documents required. Congratulations Raj, you won shopping voucher. click now before before midnight."
"spam","DM: Support ticket #7899 is open. Your profile KYC is incomplete. Send OTP to avoid restricted."
"spam","DM: PayFast alert: unusual activity detected. update details to secure your trading account. Limited seats available."
"ham","Subject: Can you review the presentation before tomorrow's call? Thanks again."
"spam","Notification: Final notice: UPI account access expires within 24 hours. Verify now at http://secure-login.example/verify Only selected users can access this."
"ham","Notification: I transferred $700 for repair. Please check and confirm. Reference #9462."
"ham","DM: Can you review the resume before tomorrow's call? Call me after tomorrow."
"ham","WhatsApp: Can you review the resume before tomorrow's call? No rush."
"ham","Update: The dashboard update is ready. Feedback welcome when you get time. I will be near conference room."
"ham","WhatsApp: We can discuss this later. Please bring bread on the way back."
"ham","WhatsApp: Your email account statement is available in the official app. Shared in the official group."
"spam","DM: InstaHelp reward unlocked. Claim shopping voucher using code LUCKY7. Your reward is already reserved."
"ham","Subject: Please bring milk on the way back. Reference #8482."
"spam","DM: Reply OK for details. BankSecure alert: unusual activity detected. click now to secure your profile."
"ham","Call me after 9 AM. Can you review the invoice before tomorrow's call?"
"spam","Notification: MailBox reward unlocked. Claim bonus using code VIP999. Support ticket #7553 is open."
"spam","Telegram: Support ticket #1087 is open. courier is pending. Pay a small redelivery fee at http://secure-login.example/verify"
"spam","Re: Congratulations Customer, you won shopping voucher. verify immediately before within 24 hours. Processing takes only 2 minutes."
"ham","WhatsApp: The assignment update is ready. Feedback welcome when you get time. I added it to the calendar."
"ham","I added it to the calendar. Please bring vegetables on the way back."
"spam","WhatsApp: Final notice: trading account access expires within 24 hours. Verify now at www.account-check.example Your reward is already reserved."
"spam","Telegram: Final notice: profile access expires within 24 hours. Verify now at http://tiny.example/pay Do not ignore this message."
"ham","Update: We can discuss this later. Your grocery order is out for delivery. Track it in the official app."
"spam","Subject: ShopKart alert: unusual activity detected. verify immediately to secure your wallet. Offer id VIP999."
"spam","DM: Limited seats available. URGENT: profile will be locked. confirm identity at http://bonus.example/start"
"spam","WhatsApp: LinkedIn verification available today. Share login code to continue. Limited seats available."
"ham","No rush. The dashboard update is ready. Feedback welcome when you get time."
"spam","Data entry work: earn $100 per day from home. Message WIN to start. Support ticket #7897 is open."
"ham","WhatsApp: Class notes for English are uploaded in the group folder. Bring your ID if needed."
"ham","Subject: Shared in the official group. Thanks for sharing the invoice. I will read it tonight."
"spam","bitcoin bonus active for within 24 hours. Deposit Rs 2000 and double returns. Your reward is already reserved."
"ham","WhatsApp: Neha, meeting moved to 10:30 AM. Please confirm when free. I added it to the calendar."
"spam","Do not ignore this message. Congratulations Amit, you won shopping voucher. click now before within 24 hours."
"spam","DM: InstaHelp alert: unusual activity detected. click now to secure your bank account. No documents required."
"ham","WhatsApp: I transferred Rs 5000 for tickets. Please check and confirm. Call me after 10:30 AM."
"spam","Limited seats available. BankSecure alert: unusual activity detected. update details to secure your bank account."
"spam","WhatsApp: Warning: wallet will be restricted. confirm identity at http://bonus.example/start This link expires within 24 hours."
"ham","Notification: Class notes for Python are uploaded in the group folder. Call me after 3 PM."
"spam","DM: MailBox alert: unusual activity detected. confirm identity to secure your email account. Only selected users can access this."
"ham","Your package order is out for delivery. Track it in the official app. Bring your ID if needed."
"spam","DM: Your UPI account KYC is incomplete. Send OTP to avoid suspended. Processing takes only 2 minutes."
"ham","Notification: Reminder: support appointment is scheduled for 9 AM. I will be near reception."
"spam","Telegram: PayFast alert: unusual activity detected. verify immediately to secure your cloud storage. Reply START for details."
"spam","WhatsApp: Do not ignore this message. Congratulations Sam, you won bonus. verify immediately before before midnight."
"ham","Notification: Thanks for sharing the presentation. I will read it tonight. Bring your ID if needed."
"spam","DM: Your reward is already reserved. courier is pending. Pay $2 redelivery fee at http://tiny.example/pay"
"ham","Notification: No rush. I transferred Rs 2000 for groceries. Please check and confirm."
"spam","Processing takes only 2 minutes. URGENT: profile will be closed. claim now at http://bonus.example/start"
"ham","Telegram: Shared in the official group. Your email account statement is available in the official app."
"spam","Notification: Twitter verification available today. Share login code to continue. Reply START for details."
"ham","Reference #3419. Thanks for sharing the resume. I will read it tonight."
"ham","WhatsApp: Class notes for history are uploaded in the group folder. Please confirm once done."
"ham","Notification: I added it to the calendar. Please bring bread on the way back."
"spam","Notification: Private video found with your name. Open http://bonus.example/start to remove it. Only selected users can access this."
"spam","Alert: Your email account KYC is incomplete. Send OTP to avoid closed. Support ticket #5765 is open."
"ham","Class notes for Python are uploaded in the group folder. Shared in the official group."
"ham","DM: Can you review the presentation before tomorrow's call? No rush."
"spam","WhatsApp: Your reward is already reserved. BankSecure alert: unusual activity detected. claim now to secure your profile."
